question_id,questions,class,direct_indirect,factual_opinion,is_original
1140069,"Which is better after B.SC IT- MBA or MCA? And if MBA, then which specialization- HR or IT?","course comp",indirect,opinion,0
2835109,"Which is better after B.Pharm MHA or MBA Healthcare management? Is Manipal a good choice?","course comp",indirect,opinion,0
4142487,"Which university is better for M.Com among Mysore and Bangalore after completing the final year of B.Com?","course comp",indirect,opinion,0
1136050,"Which is the better option after B.Com - three year BMM course or postgraduate in mass in media ?","course comp",indirect,opinion,0
4199476,"Which course is better for the future after getting 75% in 12th with commerce stream- BBA or B.Com?","course comp",indirect,opinion,0
1450473,"Which is best - B.Com or BBA or MBA?","course comp",indirect,opinion,0
3105351,"Is the course Masters of Finance &amp; Control by Department of Financial Studies, Delhi University is equivalent to MBA or wat else.","course comp",indirect,opinion,0
1080256,"B.B.A OR [B.COM WITH BSIM(GNIIT)] WHICH OF THE TWO IS MORE VALUABLE AND HAS BETTER PROSPRCTIVE","course comp",indirect,opinion,0
3177767,"Which is better among MBA and PGDM? How is Delhi School Of Business for pursuing masters?","course comp",indirect,opinion,0
1690954,"compare mba+ of doon business school &amp; indian institute of financial planning. which is better. if there is any other inst is better that?","course comp",indirect,opinion,0
2938914,"ME/Mtech distance learning or MSc IT distance learning which is a legit and better mode of gaining masters to write net set exam after BE?","course comp",indirect,opinion,0
1174544,"What offers better scope- M.COM or MBA after B.COM? How much remuneration can be expected after the courses?","course comp",indirect,opinion,0
2337324,"which is better doing MBA after B.Tech OR M.Tech after B.Tech, I completed B.tech in Mechanical","course comp",indirect,opinion,0
2503587,"B.Com + MBA or Btech + MBA. which is better? in which i will get better salary packages? please help me. thanks in advance.","course comp",indirect,opinion,0
1667653,"Is it better to do B.Com first and then MBA or to do BBA and them MBA?What are the advantage and scope after doing B.Com or BBA?","course comp",indirect,opinion,0
1197223,"Which has better scope after B.A Psychology - MBA or Master\\\\\\\'s in Criminology ?","course comp",indirect,opinion,0
4091997,"Which college offers MBA in financial markets? What is the scope of MBA in financial markets?","course comp",indirect,opinion,0
1360556,"i am a commerce graduate(b.com),pls tell me which course is better for me.master of health administration or mba hospital management,and also tell me the difference between them","course comp",indirect,opinion,0
3712835,"Sir..I have to Do MBA after my Bachelors...which course is better for doing MBA...B.Com or BBA..???","course comp",indirect,opinion,0
2058140,"which is better b.com hons. mangement  or BA economics hons. management  if we go for MBA in finance ?","course comp",indirect,opinion,0
2040535,"have done bachelor of financial and investment analysis. And have cleared FRM level 1. want to pursue Ma. eco or M.com. which 1 is better?","course comp",indirect,opinion,0
3757325,"What should I do after B.Com: M.Com or MBA?","course comp",indirect,opinion,0
1437443,"which one is better MBA or EMBA &amp; why? after that give details of that fress etc.","course comp",indirect,opinion,0
1677224,"which is better after 3 years of work experience? A full time or a part-time MBA?","course comp",indirect,opinion,0
4078110,"Which college is better Asian School of Business Management,Noida or Amity for MBA after completing BBA?","course comp",indirect,opinion,0
3884916,"Which course is better to pursue after Bachelors in mechanical engineering in terms of salary prospects: MBA or M.Tech?","course comp",indirect,opinion,0
3937280,"Which course options is better in terms of job and salary prospects after BCS: MBA in IT or MCS?","course comp",indirect,opinion,0
4268852,"Which one is better to work abroad after completion of MBA: St. Hopkins, Bangalore or Alliance University, Bangalore?","course comp",indirect,opinion,0
3339349,"Which option is better: job after MBA or MBA after job?","course comp",indirect,opinion,0
4021197,"Should I opt for Masters in finance or pursue MBA after completing B.Com (Hons)?","course comp",indirect,opinion,0
1342874,"Which is better Univ of Edinburgh, Newcastle or Leicester for Masters?","course comp",indirect,opinion,0
3739559,"Which university is better for pursuing Masters in mechanical engineering, University of Saskatchewan or Alberta?","course comp",indirect,opinion,0
4018955,"Which option is better in terms of career prospects: PGDM, advance Diploma or Masters from Canada?","course comp",indirect,opinion,0
4328525,"Can I get details of this course? Which is better PGDM or Masters?","course comp",indirect,opinion,0
2991249,"Diploma in it or diploma in financial accounting? which one is better? what can i do","course comp",indirect,opinion,0
1637177,"after B.tech M.tech is better or MBA","course comp",indirect,opinion,0
2411028,"Sir is BBA or B.com is better . Which is preferable or good to choice next am astudent of +2commerce","course comp",indirect,opinion,0
4258503,"Which is a better course to pursue from Canada, Australia or Germany, MBA or Master of Computer Science?","course comp",indirect,opinion,0
2137182,"which is better b.com pass course or b.com honers in BFE ???","course comp",indirect,opinion,0
2521132,"Which course is better to persue with cs either b.com or b.com honrs ?","course comp",indirect,opinion,0
3780071,"Which option is better among pursuing B.Com with banking or B.Com with CS?","course comp",indirect,opinion,0
3689155,"Which is better, pursuing regular B.Com course or opting for B.Com through distance learning?","course comp",indirect,opinion,0
4128462,"Which is a better course for the future among B.Com (general) or B.Com (corporate)?","course comp",indirect,opinion,0
4134567,"Which is a better course to pursue, B.Com or B.Com (Hons)?","course comp",indirect,opinion,0
4180865,"Which is a better course to pursue among B.Com (general) or B.Com (computer applications)?","course comp",indirect,opinion,0
3710551,"Which option is better, pursuing B.Com through distance learning or opting B.Com through SOL?","course comp",indirect,opinion,0
4118459,"Which course option is better: B.Com corporate secretary or B.Com computer applications?","course comp",indirect,opinion,0
2902679,"Which course option is better: B.Com (H) or B.Com (Finance and Accounting).","course comp",indirect,opinion,0
3315811,"What is better to do.bba frm ims or ip or b.com frm du.after that MBA is goal","course comp",indirect,opinion,0
3855739,"What should I do after completing B.Tech CSE in India? Should I go for a job or pursue a Masters degree? If Masters, which course is better?","course comp",indirect,opinion,0
1670095,"Which is the better opinion after B.SC.Computer Science  MBA or MCA","course comp",indirect,opinion,0
1220482,"Which MBA is better after B.Arch- Energy &amp; Environment Management or Architecture &amp; Project Management?","course comp",indirect,opinion,0
1001366,"which one is better after b.pharm -MBA ,MPHARM OR MTECH(BIOTECH)","course comp",indirect,opinion,0
3595135,"Which one is better after B.Sc IT - M.Sc IT or MBA?","course comp",indirect,opinion,0
4054904,"Which course option is better after B.Sc CS: MCA or MBA?","course comp",indirect,opinion,0
3939858,"Which course option is better after completing B.Pharm: Pharma MBA, M.Pharm or Pharma.D?","course comp",indirect,opinion,0
3953932,"Which course is better to pursue after B.Sc agriculture: MBA or PGDM?","course comp",indirect,opinion,0
4184860,"Which is a better career option after B.Sc medical- M.Sc microbiology or MBA?","course comp",indirect,opinion,0
2653713,"Which is better a MBA or a MSc(IT/CS) after a B.E?","course comp",indirect,opinion,0
2658148,"after completing B.pharmacy which course is better MBA in pharmacy or M.pharmacy?","course comp",indirect,opinion,0
3192407,"Which option is better after completing B.Tech in Biomedical engineering: Job, M.Tech or MBA?","course comp",indirect,opinion,0
2932706,"Which course option is better after completing B.Tech CSE: MBA or M.Tech?","course comp",indirect,opinion,0
2940105,"Which is a better option after B.Sc Maths Honours: SSC or MBA?","course comp",indirect,opinion,0
3900794,"Which course option is better to opt after B.Sc CS: MBA, MSW or M.Sc?","course comp",indirect,opinion,0
3989384,"Which course option is better after completing B.Sc: M.Sc or MBA?","course comp",indirect,opinion,0
4278134,"Which is a better option after B.Sc biotech- MBA or M.Sc?","course comp",indirect,opinion,0
1184439,"Which postgraduation course is better after engineering MBA or M.S?","course comp",indirect,opinion,0
2815070,"Which is better after BE civil engineering: M.Tech or MBA?","course comp",indirect,opinion,0
4086886,"Which is a better option for a higher income among pursuing MBA after B.Tech or pursuing MBA after BBA?","course comp",indirect,opinion,0
3247565,"Which course options is better: B.Com, B.Sc+B.Ed or B.Com+LLB?","course comp",indirect,opinion,0
2904419,"Which is a better course option to pursue after B.E Mechanical: MBA, M.Tech or Distance MBA?","course comp",indirect,opinion,0
4218921,"Which one is better among B.Com and B.Com honors? I am interested for MBA.","course comp",indirect,opinion,0
4118854,"Which course should I pursue after completing B.Com, MBA or M.Com? What is the difference between MBA and M.Com?","course comp",indirect,opinion,0
3005920,"Which one is better bfia from shaheed sukhdev college of bst or b.com honours from venkteswara college?","course comp",indirect,opinion,0
1355340,"There are so many peoples, not able to get higher studies due to financial problems or poor parcentages in BA, B.Com  etc. is there any institute which provides better educational opportunities despite of there marks or experiences? pl. advice about regular &amp; distance Edu. Institutes?","course comp",indirect,opinion,0
3720859,"I want to open my own bussines after complete post graduation ao which course better for me BBA+MBA or b.com+MBA or B.Sc+MBA","course comp",indirect,opinion,0
3418448,"Which is best option after B.Sc Computer science? Which is better MBA(regular) or MBA distance or any other option after B.Sc ?","course comp",indirect,opinion,0
4053108,"Which is a better college to pursue B.Com in finance and accounting, University of Toronto, Western University or University of Waterloo?","course comp",indirect,opinion,0
2976253,"Which is better.MS or MBA.?","course comp",indirect,opinion,0
1968931,"what is better choice msc(it) or mca after b.com","course comp",indirect,opinion,0
2089669,"after b.com along with icai what would be better M.com or MBA?","course comp",indirect,opinion,0
1607058,"Which one is better  M.com or MBA ???????????","course comp",indirect,opinion,0
2851412,"Which is better distance MBA from Symbiosis /IGNOU or Mcom from IGNOU? My aim is masters degree in mgt or com for NET eligibility.","course comp",indirect,opinion,0
3927690,"Which is the best MBA course after B.Com?","course comp",indirect,opinion,0
3880973,"Which Masters degree (MBA or MCA) is best for me after completing BBA?","course comp",indirect,opinion,0
4123344,"Which is a better option among BBA and B.Com to pursue MBA in future in terms of placements?","course comp",indirect,opinion,0
1636271,"Which one is best after B.sc in Microbiology among this MBA OR Master of Science in Industrial Hygiene? If MBA which field is best for me?","course comp",indirect,opinion,0
3670329,"Placement records of which college under du - hindu college or Sri venkateswara college after completing b.com hons are better??","course comp",indirect,opinion,0
3766246,"Which is the best Masters course which can be done after B.Com?","course comp",indirect,opinion,0
4026106,"What should I do after B.Com? Which course would be better among M.Com and MBA in finance or should I go for graphics designing?","course comp",indirect,opinion,0
2525780,"After Bcom Which Course is better If Mba Then which branch","course comp",indirect,opinion,0
2449974,"After doing b.com honors in economics, what's a better choice? masters in commerce or masters in business economics? M.com or MBE?","course comp",indirect,opinion,0
4044117,"Which course should I pursue after B.Com: CA or CS?","course comp",indirect,opinion,0
1632131,"what is a duration of mba after b.com honours?","course comp",indirect,opinion,0
2684270,"Which course is better after BCom? I don't want to do m.com and mba through distance learning.","course comp",indirect,opinion,0
2098091,"what is better correspondence MBA or Full time masters?","course comp",indirect,opinion,0
3510087,"Which one is better after B.Tech- MBA or M.Tech? What is the difference between this?","course comp",indirect,opinion,0
3377706,"BBA or B.Com is better?","course comp",indirect,opinion,0
1062386,"I am doing my first year of b.com and by side doing my professional course GNIIT(mis) after finishing my graduation i would like to pursue a career in MBA which track should i pursue for the track MBA which is closely related to MIS(master in information systems) is it I.T OR I.B.M","course comp",indirect,opinion,0
3259122,"Bcom with finance &amp; taxation or bcom with computer application is better for a good career?after bcom I want to study MBA.which is suitable?","course comp",indirect,opinion,0
1234983,"hi..i am a b.pharm student 3rd yr...i want to know what is the scope of mba after b.pharm..and what is better m.pharm or mba??? the scope and placements are better in which field?","course comp",indirect,opinion,0
1371082,"hi! which one is better after b.tech?will you please tell me that m.tech or mba which one is better?","course comp",indirect,opinion,0
2505040,"B.A. in English or B.com! Which is more better option?","course comp",indirect,opinion,0
3955905,"Which is a better course to pursue, B.Com or B.Sc?","course comp",indirect,opinion,0
3241683,"Which course is better for pursuing CA: B.Com or B.Sc?","course comp",indirect,opinion,0
3542975,"Is it better to go for MCom or MBA after BCom?","course comp",indirect,opinion,0
3899725,"Which segment in MBA Finance offers better job prospects: Corporate Finance, Financial Services or Banking &amp; Insurance?","course comp",indirect,opinion,0
4162604,"Which course should I choose after B.Com- MBA in IT or MCA? What is the future scope?","course comp",indirect,opinion,0
4196489,"Shall I pursue BBA or B.Com after doing 12th? Which course is more advantageous for doing MBA further?","course comp",indirect,opinion,0
3939781,"When should I pursue MBA: after graduation or after getting work experience? Which option is better?","course comp",indirect,opinion,0
2928685,"which couse is better for me after doing b.tech in mechanical stream.........masters is better or post graduate diploma","course comp",indirect,opinion,0
1121077,"what is better in current scenario after Bach in mass media? A masters in media or an MBA?","course comp",indirect,opinion,0
1427106,"which course is better after Bsc (MEC) ? MCA  or MSC  or MBA?","course comp",indirect,opinion,0
2165475,"which one is better for good job after BSCIT ???? MCA or MSCIT or MBA ??","course comp",indirect,opinion,0
3012111,"Which is better to do after UG, me or mba or mca ?","course comp",indirect,opinion,0
2601594,"Which is better MSc or MBA  or MCA after BSc in CBZ?","course comp",indirect,opinion,0
0,"What is the difference between ICWA and CMA?","course comp",indirect,opinion,1
4233089,"What is the difference between ICWA and CMA?","course comp",indirect,opinion,0
4316414,"What is the difference between ICWA and CMA?","course comp",indirect,opinion,0
3805658,"What is the difference between CMA and ICWA?","course comp",indirect,opinion,0
4420073,"What is the difference between CA and ICWA?","course comp",indirect,opinion,0
4004064,"What is the difference between ICWAI and CFA?","course comp",indirect,opinion,0
4096042,"What is the difference between CMAT and CAT exam?","course comp",indirect,opinion,0
3897208,"What is the difference between ATMA and CMAT?","course comp",indirect,opinion,0
3971918,"What is the difference between: CET, CAT and CMAT?","course comp",indirect,opinion,0
3994515,"What is the difference between CAT and CMAT?","course comp",indirect,opinion,0
4319076,"What is the difference between MAT and CMAT?","course comp",indirect,opinion,0
2926124,"Is there any difference between cma and icwai? if so, what is the difference?and which have more scope.","course comp",indirect,opinion,0
4220401,"What is the difference difference between BCA and BCCA?","course comp",indirect,opinion,0
4069987,"What is the difference between CMA and US CMA?","course comp",indirect,opinion,0
3387813,"What is the difference between MCITP andCCNA?","course comp",indirect,opinion,0
1678979,"what is the difference between ug and pg and diploma","course comp",indirect,opinion,0
1632964,"what is is the difference between pgdm and mba","course comp",indirect,opinion,0
2012193,"what is the difference between the commodity and product","course comp",indirect,opinion,0
3397148,"What is the difference between the JBT and PTC courses?","course comp",indirect,opinion,0
2853118,"What is the difference between the UGC and AICTE ?","course comp",indirect,opinion,0
3599756,"What is the difference between windows and android?","course comp",indirect,opinion,0
4147107,"What is the difference between CSE and ISE?","course comp",indirect,opinion,0
3779686,"What is the difference between CSE and ISE?","course comp",indirect,opinion,0
4194547,"What is the difference between CSE, IT and ISE?","course comp",indirect,opinion,0
4220111,"What is the difference between ISE and CSE?","course comp",indirect,opinion,0
4239476,"What is the difference between ISE and CSE?","course comp",indirect,opinion,0
3408967,"What is the difference between Drama and Theatre?","course comp",indirect,opinion,0
1001236,"What is the difference between MBA in pharmacy and general MBA and what is the difference between the two?","course comp",indirect,opinion,0
1421978,"What is the difference between Tally 9 and Tally ERP","course comp",indirect,opinion,0
1430601,"what is the difference  between velocity and drift velocity","course comp",indirect,opinion,0
1434782,"What is the difference between reappear and fail?","course comp",indirect,opinion,0
1434840,"What is the basic difference between PGDM and MBA","course comp",indirect,opinion,0
1295234,"What is the difference between MBA and MCA(IT)?","course comp",indirect,opinion,0
1503060,"what is the difference between BE and BTech","course comp",indirect,opinion,0
1508848,"What is the difference between undergraduate and post graduate","course comp",indirect,opinion,0
1499342,"What is the difference between medicine and health care?","course comp",indirect,opinion,0
1517774,"What is the difference between aeronautical engineering and AME?","course comp",indirect,opinion,0
1551467,"what is the difference between game design and animation","course comp",indirect,opinion,0
1415236,"What is the difference between MBA and PGDM","course comp",indirect,opinion,0
1434103,"What is the difference between distance, correspondence and E- Learning","course comp",indirect,opinion,0
1560897,"sir,what is the difference between PGPBM and PGDM ?","course comp",indirect,opinion,0
1417869,"What is the difference between private and distance education","course comp",indirect,opinion,0
1417150,"What is the difference between PGDM and MBA","course comp",indirect,opinion,0
1592055,"what is the difference between TNPSC EXAm and UPSC EXAM?","course comp",indirect,opinion,0
1776298,"what is the difference between ca and cfa?","course comp",indirect,opinion,0
1776301,"what is the difference between ca and cfa","course comp",indirect,opinion,0
2026540,"what is the difference between BE and Btech biotechnology?","course comp",indirect,opinion,0
2051945,"what is the difference between cse and IT branch","course comp",indirect,opinion,0
2067808,"what is the difference between B.E and B.TECH??","course comp",indirect,opinion,0
2136367,"what is the difference between tendons and ligaments","course comp",indirect,opinion,0
2141345,"what is the difference between prisam and pyramid","course comp",indirect,opinion,0
2147925,"what is the difference between cat and xat?","course comp",indirect,opinion,0
2124213,"what is the difference between bcom hons and bcom brofessioal..??","course comp",indirect,opinion,0
2124214,"what is the difference between bcom  and bcom professioal..??","course comp",indirect,opinion,0
1886931,"What is the difference between apogamy and parasexual reproduction??","course comp",indirect,opinion,0
1914310,"What is the difference between PGDM and MBA??????","course comp",indirect,opinion,0
1912457,"what is the difference between session and cookies?","course comp",indirect,opinion,0
1906344,"what is the difference between bbm and bba?","course comp",indirect,opinion,0
1926740,"What is the difference between MBA and PGDM?","course comp",indirect,opinion,0
1930035,"What is the difference between Pre-Amplifier and Voltage amplifier?","course comp",indirect,opinion,0
1965845,"what is the difference between pgpm and pgdm??","course comp",indirect,opinion,0
1939311,"What is the difference between MBA and PGDM??","course comp",indirect,opinion,0
1935071,"what is the difference between active and reactive power?","course comp",indirect,opinion,0
2019544,"what is the difference between B.E and B- TECH","course comp",indirect,opinion,0
1984541,"what is the difference between geology and geotechnology?","course comp",indirect,opinion,0
1986442,"what is the difference between polytechnic and diploma?","course comp",indirect,opinion,0
1986443,"what is the difference between polytechnic and diploma?","course comp",indirect,opinion,0
2078458,"what is the difference between BBA and B Com.","course comp",indirect,opinion,0
2035992,"what is the difference between BSc and BTech.","course comp",indirect,opinion,0
2027004,"what is the difference between hotel management and hospitality management??","course comp",indirect,opinion,0
2035535,"What is the difference between petroleum and petro chemical engineering?","course comp",indirect,opinion,0
2049412,"what is the difference between cse and IT branch","course comp",indirect,opinion,0
2094845,"What is the Difference Between Electrical and Electronics Branches?","course comp",indirect,opinion,0
1583909,"what is the difference between mba and pgdm?","course comp",indirect,opinion,0
1589103,"what is the difference between MBA and PGDM?","course comp",indirect,opinion,0
1589642,"what is the difference between MBA and PGDM","course comp",indirect,opinion,0
1671116,"What is the difference between psychology and applied psychology?","course comp",indirect,opinion,0
1672720,"What is the difference between MBA and MMS","course comp",indirect,opinion,0
1686862,"What is the difference between pgdm and mba","course comp",indirect,opinion,0
1614287,"What is the difference between BBA and Bcom?","course comp",indirect,opinion,0
1629924,"what is the difference between aeronautical and aerospace engineering","course comp",indirect,opinion,0
1626607,"what is the difference between structural engineering and infrastructral engineering","course comp",indirect,opinion,0
1612402,"what is the difference between BBA and BBS?","course comp",indirect,opinion,0
1597660,"What is the difference between Biomaterials and Nano Materials ?","course comp",indirect,opinion,0
1597691,"what is the difference between image and object?atleast 6","course comp",indirect,opinion,0
1659383,"what is the difference between input output stream and manipulators","course comp",indirect,opinion,0
1637035,"what is the difference between sihs and sidu mba course","course comp",indirect,opinion,0
1645639,"what is the difference between MBA and MIB?","course comp",indirect,opinion,0
1657067,"What is the difference between biochemistry and biotechnology?","course comp",indirect,opinion,0
1653166,"what is the major difference between electrical and electronics engineering?","course comp",indirect,opinion,0
1737591,"what is the difference between BCA and BSC(it).","course comp",indirect,opinion,0
1744121,"What is the difference between Civil Engineering and Architecture?","course comp",indirect,opinion,0
1764198,"what is the difference between computer science and imformation technology?","course comp",indirect,opinion,0
1822464,"what is the difference between phd and fellowship program","course comp",indirect,opinion,0
1661489,"what is the difference between FD and FC ?","course comp",indirect,opinion,0
1826412,"what is the difference between DOEACC 'O' level and PGDCA","course comp",indirect,opinion,0
1824402,"what is the difference between MBA and Master in Management","course comp",indirect,opinion,0
1861189,"what is the difference between atomic mass and atomic weight?","course comp",indirect,opinion,0
1867045,"what is the difference between MBA and PGDM ???","course comp",indirect,opinion,0
1204731,"what is the exact difference between degree and diploma?","course comp",indirect,opinion,0
1205722,"What is the difference between web designer and web developer?","course comp",indirect,opinion,0
1210054,"What is the difference between MCA  and MCM?","course comp",indirect,opinion,0
1260286,"What is the difference between MBA and MSC in marketing?","course comp",indirect,opinion,0
1265580,"What is the difference between PGDBA and MBA?","course comp",indirect,opinion,0
1259257,"What is the difference between AICTE and DEC?","course comp",indirect,opinion,0
1262351,"what is the difference between marine and nautical engineering?","course comp",indirect,opinion,0
1237977,"What is the basic difference between MBA and PGDM","course comp",indirect,opinion,0
1274196,"What is the difference between PGDM and MBA?","course comp",indirect,opinion,0
1269118,"What is the difference between MBA and PGDM?","course comp",indirect,opinion,0
1242989,"What is the difference between MBA and Correspondence MBA?","course comp",indirect,opinion,0
1142496,"What is the difference between computer science and computer application?","course comp",indirect,opinion,0
1143933,"What is the difference between regular studies and correspondence studies?","course comp",indirect,opinion,0
1161378,"what is the difference between Central and Junction?","course comp",indirect,opinion,0
1202118,"What is the difference between SQL and Oracle?","course comp",indirect,opinion,0
1202194,"What is the difference between MBA and PGDM?","course comp",indirect,opinion,0
1202370,"What is the difference between regular MBA and Distance MBA?","course comp",indirect,opinion,0
1193429,"what is the difference between markating and selling","course comp",indirect,opinion,0
2334204,"what is the difference between mass communications and visual communications?","course comp",indirect,opinion,0
2309668,"What is the difference between private and distance education?","course comp",indirect,opinion,0
2194538,"what is the difference between (BE and B-TECH)","course comp",indirect,opinion,0
2366888,"What is the Difference between Research Programs and MS?...","course comp",indirect,opinion,0
2236302,"what is the difference between networking and infrastructure?","course comp",indirect,opinion,0
2262098,"What is the difference between PGDM IBM and regular PGDM","course comp",indirect,opinion,0
2493415,"what is the difference between fast track and regular ?","course comp",indirect,opinion,0
2483390,"What is the difference between Civil Engineering and an Architecture?","course comp",indirect,opinion,0
2489480,"Hi What is the difference between CEE and JEE entrance?","course comp",indirect,opinion,0
2390848,"what is the difference between BBA and BBM","course comp",indirect,opinion,0
2512053,"What is the difference between fashion designing and apparel designing?","course comp",indirect,opinion,0
2512076,"what is the difference between IAD and IPD ?","course comp",indirect,opinion,0
1300442,"What is the difference between an MBA and PGDM program","course comp",indirect,opinion,0
1305458,"What is the difference between animation and visual effects?","course comp",indirect,opinion,0
1367241,"What is the difference between M.Tech and M.S.","course comp",indirect,opinion,0
1326565,"what is the difference between biotechnology and bioengineering?","course comp",indirect,opinion,0
1344872,"What is the difference between PGDM  and MBA?","course comp",indirect,opinion,0
1385474,"What is the difference between BS and B.Tech?","course comp",indirect,opinion,0
1370574,"What is the difference between General GRE and Subject GRE?","course comp",indirect,opinion,0
1327930,"What is the difference between MBA and PGDM?","course comp",indirect,opinion,0
1326448,"what is the difference between GMAT and CAT","course comp",indirect,opinion,0
1347233,"What is the difference between graphic designing and web designing","course comp",indirect,opinion,0
1384788,"what is the difference between self finantial and private colleges","course comp",indirect,opinion,0
1361468,"What is the difference between MBA and PGDM?","course comp",indirect,opinion,0
1363609,"What is the difference between internship and articleship?","course comp",indirect,opinion,0
1364451,"what is the difference between dg painting and matte painting?","course comp",indirect,opinion,0
1042201,"What is the difference between electronics, computer engineering and telecommunication?","course comp",indirect,opinion,0
1110343,"What is the difference between MSc and MS ?","course comp",indirect,opinion,0
1098614,"What is the difference between PGDBA and MBA?","course comp",indirect,opinion,0
1101248,"What is the difference between PGDM AND PGDMM(Marketing Management)","course comp",indirect,opinion,0
1095523,"what is the difference between corporate communication and public relations?","course comp",indirect,opinion,0
1084928,"what is the difference between refraction and refraction?","course comp",indirect,opinion,0
1081432,"What is the difference between MBA and EMBA?","course comp",indirect,opinion,0
1093644,"What is the difference between MBA and PGDM?","course comp",indirect,opinion,0
1179672,"What is the difference between CA and ACCA ?","course comp",indirect,opinion,0
1167356,"What is the difference between mba, pgdm and pgdbm ?","course comp",indirect,opinion,0
1149697,"What is the difference between EMBA and MBA ?","course comp",indirect,opinion,0
1150179,"What is the difference between BBA and BBA?LLB?","course comp",indirect,opinion,0
1182577,"what is the difference between gre and gate","course comp",indirect,opinion,0
1156980,"What is the difference between MBA and PGDM ?","course comp",indirect,opinion,0
1157322,"what is the difference between java and javax?","course comp",indirect,opinion,0
1137553,"what is the difference between a degree and a diploma?","course comp",indirect,opinion,0
1154367,"What is the difference between distance MBA and regular MBA?","course comp",indirect,opinion,0
1155495,"What is the difference between CBSE and NIOS?","course comp",indirect,opinion,0
1166260,"what is the difference between nift and nid","course comp",indirect,opinion,0
1002642,"What is the difference between java and visual basic ?","course comp",indirect,opinion,0
2192939,"what is the difference between distance course and online course","course comp",indirect,opinion,0
2443903,"what is the differences between MBA and  PGDBA","course comp",indirect,opinion,0
2433353,"what is the difference between computer science and software engineering?","course comp",indirect,opinion,0
3342138,"What is the difference between MBA and PGDM?","course comp",indirect,opinion,0
3396199,"What is the difference between Alternate medicine and Paramedical Science?","course comp",indirect,opinion,0
3396310,"What is the difference between Cosmetology, Esthetician and Cosmetology?","course comp",indirect,opinion,0
3396368,"What is the difference between Radiology and Radiography?","course comp",indirect,opinion,0
3396382,"What is the difference between Bio Informatics and Biotechology?","course comp",indirect,opinion,0
3396398,"What is the difference between Biomedical and Biochemical?","course comp",indirect,opinion,0
3396404,"What is the difference between Podiatrist and a Pediatrist?","course comp",indirect,opinion,0
3397144,"What is the difference between B.P.Ed and BPE?","course comp",indirect,opinion,0
3399058,"What is the difference between travel and tourism?","course comp",indirect,opinion,0
3402806,"What is the difference between Radiology and Radiography?","course comp",indirect,opinion,0
3402849,"What is the difference between domestic and international airlines?","course comp",indirect,opinion,0
3402756,"What is the difference between an Accountant and a CA?","course comp",indirect,opinion,0
3355533,"What is the difference Between Mysore University and Bharathiar University?","course comp",indirect,opinion,0
3394509,"What is the difference between Cosmetology, Esthetician and Cosmetology?","course comp",indirect,opinion,0
3394586,"What is the difference between game design and animation?","course comp",indirect,opinion,0
3393650,"What is the difference between Alternate medicine and Paramedical science?","course comp",indirect,opinion,0
3393745,"What is the difference between catering and food production?","course comp",indirect,opinion,0
3175043,"What is the difference between provisional certificate and Degree certificate?","course comp",indirect,opinion,0
3176256,"What is the difference between MBA and PGPM?","course comp",indirect,opinion,0
3187890,"What is the difference between PGDM and MBA?","course comp",indirect,opinion,0
3183735,"What is the difference between BBD NITM and NIEC?","course comp",indirect,opinion,0
3194244,"What is the difference between MBA and PGPM?","course comp",indirect,opinion,0
3525008,"What is the difference between PGDM and Executive PGDM?","course comp",indirect,opinion,0
3529469,"What is the difference between endocrine and nervous system?","course comp",indirect,opinion,0
3546080,"What is the difference between BBA and BSc Management?","course comp",indirect,opinion,0
3486843,"What is the difference between technical and non-technical?","course comp",indirect,opinion,0
3511451,"What is the difference between aeronautical engineering and aerospace engineering?","course comp",indirect,opinion,0
3538310,"What is the difference between game development and game design???","course comp",indirect,opinion,0
3523276,"What is the difference between MBA and MCA?","course comp",indirect,opinion,0
3535278,"What is the difference between PG Diploma and advance Diploma?","course comp",indirect,opinion,0
3535499,"What is the difference between fashion designing and fashion technology?","course comp",indirect,opinion,0
3520624,"What is the difference between JEE Mains and Advanced?","course comp",indirect,opinion,0
3519850,"What is the difference between B.Tech and BE degree?","course comp",indirect,opinion,0
3645974,"Whats is the difference between web designing and web development?","course comp",indirect,opinion,0
3648210,"What is the difference between IT engineering and CSE?","course comp",indirect,opinion,0
3657645,"What is the difference between BBA and BBM?","course comp",indirect,opinion,0
3740025,"What is the difference between computer Science and IT ?","course comp",indirect,opinion,0
3735156,"What is the difference between NIT and IIT?","course comp",indirect,opinion,0
3733368,"What is the difference between CSE and ECE branch?","course comp",indirect,opinion,0
3764628,"What is the difference between B.E and B.Tech?","course comp",indirect,opinion,0
3766200,"What is the difference between information technology and computer science?","course comp",indirect,opinion,0
3768239,"What is the difference between traditional and modern architecture?","course comp",indirect,opinion,0
3764617,"What is the difference between UPSC and MPSC?","course comp",indirect,opinion,0
3607111,"What is the difference between Amity Pune and Amity Bangalore?","course comp",indirect,opinion,0
3608684,"What is the difference between computer science and computer engineering?","course comp",indirect,opinion,0
3623326,"What is the difference between engineering and technology","course comp",indirect,opinion,0
3623504,"What is the difference between B.Tech and B.E.?","course comp",indirect,opinion,0
3621412,"What is the difference between fashion technology and fashion designing?","course comp",indirect,opinion,0
3621450,"What is the difference between PGDM and MBA?","course comp",indirect,opinion,0
3622185,"What is the difference between MBA, PGDM and PGDBM?","course comp",indirect,opinion,0
